"x","y","z","top","DateTime","segment","H1.detections","H2.detections","H3.detections","H4.detections"
10.2029234451318,11.6922126705637,4.50605459884141,3591.14422171416,2017-12-07 00:59:59,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
10.1296682317994,11.4989708345694,4.49692449461524,3592.14414939334,2017-12-07 01:00:00,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
10.0239507207496,11.4081011029658,4.43116936930333,3593.1440779616,2017-12-07 01:00:01,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
10.0016134260268,11.3647349756107,4.39964437945071,3594.14400938791,2017-12-07 01:00:02,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.73305156361832,11.4029164345157,4.35242017230346,3595.14394496015,2017-12-07 01:00:03,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.91212970811076,11.5520175061765,4.30555944260362,3596.14388401182,2017-12-07 01:00:04,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.93206265853653,11.6127396276868,4.25567309636957,3597.14382410501,2017-12-07 01:00:05,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
10.031495085068,11.7422962731131,4.2076083522981,3598.14376399311,2017-12-07 01:00:06,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.99591744331126,11.8921288143581,4.17807969631244,3599.14370195529,2017-12-07 01:00:07,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.87721790456037,11.9538886134105,4.1597226506836,3600.14363652194,2017-12-07 01:00:08,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.65519371789695,11.9418685991752,4.18461485059351,3601.14356724892,2017-12-07 01:00:09,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.43806974753324,12.0424268902885,4.21144127617025,3602.14349438921,2017-12-07 01:00:10,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.18840531711511,11.9281535122516,4.19266374866943,3603.14341781708,2017-12-07 01:00:11,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
8.91137518272862,11.8832525779289,4.21572860561974,3604.14333935784,2017-12-07 01:00:12,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
8.951756311828,12.0633604493011,4.22977296183955,3605.14325938689,2017-12-07 01:00:13,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
8.83755112008045,12.0507337526311,4.18243932950244,3606.14317549456,2017-12-07 01:00:14,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
8.81460898488641,12.0128710616764,4.15811708005611,3607.14308668907,2017-12-07 01:00:15,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.00526590346517,11.8111658246437,4.17294625266328,3608.1429915356,2017-12-07 01:00:16,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
8.99003915049366,11.6569560796629,4.1088099271145,3609.14288974158,2017-12-07 01:00:17,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.04258295323811,11.4340740629487,4.07480801080844,3610.14278317022,2017-12-07 01:00:18,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.20271039639823,11.120585276607,4.06483680364461,3611.1426732952,2017-12-07 01:00:19,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.26037793248553,10.8365358407399,4.05140809955108,3612.14256230732,2017-12-07 01:00:20,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.26412116695234,10.7022879025237,4.02395376324907,3613.14245200943,2017-12-07 01:00:21,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.2722589845935,10.4908111406792,3.99022522876861,3614.14234425965,2017-12-07 01:00:22,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.33884631020084,10.1905193487073,3.99061607821027,3615.14224137992,2017-12-07 01:00:23,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.29473958027793,9.93239276846175,3.95799158034486,3616.14214542529,2017-12-07 01:00:24,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.51812826331548,9.69957332227885,3.88919055038191,3617.14205721838,2017-12-07 01:00:25,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.6595691175127,9.5069177012223,3.81759595589827,3618.14197571084,2017-12-07 01:00:26,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
9.93861411152861,9.32320002244255,3.77512414521246,3619.14190025755,2017-12-07 01:00:27,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
10.1900130172937,9.24459341216995,3.75947382760877,3620.14182898049,2017-12-07 01:00:28,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
10.4936831211231,9.20653281006073,3.75332574368791,3621.14176166034,2017-12-07 01:00:29,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
10.7968991943485,9.23343238133027,3.70356936014069,3622.14169791045,2017-12-07 01:00:30,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
11.0154447453296,9.07349144026577,3.55296388643939,3623.141636745,2017-12-07 01:00:31,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
11.3454734913857,8.90776919874445,3.43705854437408,3624.14157715171,2017-12-07 01:00:32,1,0.540983606557377,0.852459016393443,0.901639344262295,0.918032786885246
