"x","y","z","top","DateTime","segment","H1.detections","H2.detections","H3.detections","H4.detections"
10.3580740894411,11.3110617283834,2.95569290636665,3591.14418382882,2017-12-07 00:59:59,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
10.264079814627,11.2935797962801,2.9613796883051,3592.14410216112,2017-12-07 01:00:00,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
10.1554139893924,11.3135268046026,3.16896164723791,3593.14402049435,2017-12-07 01:00:01,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
10.2713540315798,11.3509998226033,3.34068551133795,3594.14393885616,2017-12-07 01:00:02,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
10.1777322357403,11.4784348022915,3.09099268037682,3595.14385726605,2017-12-07 01:00:03,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
10.1986226891702,11.6096350333101,2.82842050728197,3596.1437757058,2017-12-07 01:00:04,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
10.0615895309504,11.6635966796534,2.69533472356247,3597.14369415089,2017-12-07 01:00:05,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
10.237626349878,11.7778452909011,2.48429005437593,3598.14361259547,2017-12-07 01:00:06,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
10.2265999754311,11.9275732111696,2.25314795456479,3599.14353102403,2017-12-07 01:00:07,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
10.1123309043458,11.9789489640688,2.14864657212542,3600.14344942041,2017-12-07 01:00:08,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.88332016505172,11.9353033026555,2.11727247489359,3601.14336778185,2017-12-07 01:00:09,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.60597070728457,11.9349297714279,2.11496709945325,3602.14328611256,2017-12-07 01:00:10,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.45196356530124,11.9572857879768,2.37071935215277,3603.14320441777,2017-12-07 01:00:11,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.40266215845354,12.0331156589792,2.34153493218137,3604.14312271703,2017-12-07 01:00:12,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.24244118789804,12.1803719368469,2.12728833836506,3605.14304100924,2017-12-07 01:00:13,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
8.90177747734767,12.071772097184,2.02196776587136,3606.14295927989,2017-12-07 01:00:14,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
8.82581597089707,12.0011527060345,1.7980253626756,3607.14287753871,2017-12-07 01:00:15,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.11281735769324,11.81687865491,1.69398987661216,3608.14279578619,2017-12-07 01:00:16,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
8.97965001752575,11.7077698674261,1.99295121840369,3609.14271402987,2017-12-07 01:00:17,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.05157218119227,11.4763424619842,2.18394961885711,3610.14263230246,2017-12-07 01:00:18,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.20622537211539,11.1494605701069,2.39880274222316,3611.14255063365,2017-12-07 01:00:19,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.31339246840988,10.8129150498203,2.65551394703896,3612.14246905818,2017-12-07 01:00:20,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.33096670179903,10.6907527188369,2.96831226058316,3613.14238761698,2017-12-07 01:00:21,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.30974957037482,10.4799308747803,3.26177352667747,3614.14230635714,2017-12-07 01:00:22,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.37851964259655,10.155949614317,3.55750895786142,3615.14222533555,2017-12-07 01:00:23,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.21915998809049,9.8760299167901,3.66689062043765,3616.14214460494,2017-12-07 01:00:24,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.50393008641602,9.65185754249191,3.59194279188868,3617.14206419419,2017-12-07 01:00:25,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.6196587064944,9.45187949158312,3.52215875255778,3618.14198409357,2017-12-07 01:00:26,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
9.94071032921935,9.23803054389781,3.44706887598778,3619.14190430171,2017-12-07 01:00:27,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
10.1808209296169,9.12860007482932,3.49458419292624,3620.14182479029,2017-12-07 01:00:28,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
10.4588985461486,9.01706423101233,3.54943043647485,3621.14174556159,2017-12-07 01:00:29,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
10.7367105321698,8.93717719125333,3.49160513419464,3622.14166661813,2017-12-07 01:00:30,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
11.0371313058489,8.95155707671564,3.20972024537483,3623.14158794909,2017-12-07 01:00:31,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
11.4848424725236,8.85817251460912,3.05142133398296,3624.14150952168,2017-12-07 01:00:32,1,0.520661157024793,0.752066115702479,0.867768595041322,0.826446280991736
